Id,COMM_CODE,Community_Name,Funded_services,HACC_services,Health_or_Human_services,Dental_sites,Primary_schools,Distance_Service,Number_of_households,Rank_funded,Rank_HACC,Rank_HH_services,Rank_dental,Rank_school,Rank_distance,Rank_household,DHS_Region,Area,Local_Government_Area,Population_density,Nearest_Health_Service,Residential,Business,Industrial,Rural,Other,Persons_per_household,People_In_non_private_dwellings,Public_rental_dwellings,Unemployed_persons,Persons_above_75_living_alone,Main_cultural_group_1_name,Main_cultural_group_1_percentage,Main_cultural_group_2_name,Main_cultural_group_2_percentage,Main_cultural_group_3_name,Main_cultural_group3_percentage
47,T047,Buninyong,0,0,4,0,1,12,811,25,25,192,191,220,141,311,Grampians,3.2,Ballarat (C),800.6,Ballarat Hospital,80.30%,1.20%,0.00%,6.20%,12.30%,2.9,0.20%,0.90%,3.70%,1.80%,ANGLO SAXON AND CELTIC,85.90%,ITALIAN,2.90%,assets/towns/Buninyong.jpg,"Buninyong is a town 11km from Ballarat in Victoria, Australia. The town is on the Midland Highway, south of Ballarat on the road to Geelong. It is the site of the first inland town proclaimed in Victoria and was where gold was first discovered in the area, leading to the large Gold Rush of the 1850s. "
48,T048,Bunyip,3,0,4,0,2,23,479,281,270,199,198,309,265,269,Southern Metropolitan,4.1,Cardinia (S),371.3,West Gippsland Healthcare Group (Warragul),76.40%,1.30%,1.50%,5.10%,15.80%,3,2.80%,1.20%,3.60%,2.20%,ANGLO SAXON AND CELTIC,84.00%,DUTCH,3.20%,assets/towns/Bunyip.jpg,"Bunyip is a town in Gippsland, Victoria, Australia, 81 km south-east of Melbourne's Central Business District, located within the Shire of Cardinia local government area. The town is named after a mythical creature, known as the Bunyip or Bunyeep, which according to legend lived in and around swampy areas. Mention of it is often found in Australian and Aboriginal mythology."
49,T049,Bushfield-Woodford,0,0,0,0,1,9,146,26,26,14,14,120,116,143,Barwon-South Western ,1.8,Warrnambool (C),291.4,South West Healthcare (Warrnambool),40.20%,0.00%,0.00%,55.90%,3.90%,3.4,0.00%,0.00%,1.20%,1.20%,ANGLO SAXON AND CELTIC,95.30%,DUTCH,1.90%,assets/towns/Bushfield-Woodford.jpg,"Bushfield is a town in Australia. The town is located 10 kilometres (6 mi) north of Warrnambool, Victoria. It is joined with the nearby Woodford to make Woodford-Bushfield."
50,T050,Buxton,0,0,2,0,0,27,81,27,27,149,149,74,304,55,Hume,1.6,Murrindindi (S),152.8,Alexandra District Hospital,79.40%,0.00%,0.00%,5.70%,14.90%,3,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,90.60%,ITALIAN,3.90%,assets/towns/Buxton.jpg,Buxton is a small town 104 kilometres (65 mi) north-east of Melbourne in the Australian state of Victoria. The district around Buxton was significantly impacted by the Black Saturday bushfires. It was isolated for several days with no telephone or power.
51,T051,Cabarita,0,0,0,0,0,11,86,28,28,15,15,8,124,68,Loddon Mallee,1.1,Mildura (RC),280.3,Mildura Base Hospital,42.70%,0.00%,0.00%,37.70%,19.60%,3.4,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,74.20%,GERMAN,10.20%,assets/towns/Cabarita.jpg,"Cabarita is a locality in Victoria, Australia, located approximately 10 km from Mildura, Victoria."
52,T052,Campbells Creek,0,0,0,0,1,5,444,29,29,16,16,121,98,262,Loddon Mallee,5.9,Mount Alexander (S),236.1,Castlemaine Health,72.70%,0.00%,0.00%,0.30%,27.00%,3,0.00%,4.00%,5.60%,1.40%,ANGLO SAXON AND CELTIC,86.30%,CENTRAL EUROPEAN,3.00%,assets/towns/Campbells Creek.jpg,"Campbells Creek lies 120 km northwest of Melbourne and 40 km south of Bendigo. It is part of the Mount Alexander Shire, which is in the Loddon Mallee Region. The town shares its name with a line of billabongs flowing south towards the nearby Loddon River. The town is on the southern outskirts of Castlemaine on the Midland Highway (Main Road)."
53,T053,Camperdown,23,14,51,1,1,2,1236,347,351,369,355,301,77,334,Barwon-South Western ,10.8,Corangamite (S),304.7,South West Healthcare (Camperdown),49.80%,2.80%,1.70%,31.30%,14.40%,2.6,2.60%,5.80%,5.60%,4.50%,ANGLO SAXON AND CELTIC,90.70%,GERMAN,2.40%,assets/towns/Camperdown.jpg,"Camperdown is a historically significant rural town in southwestern Victoria, Australia, 190 kilometres (120 mi) west of the state capital, Melbourne. "
54,T054,Cann River,2,0,10,0,0,77,96,251,248,244,242,92,387,83,Gippsland,1.5,East Gippsland (S),147.6,Orbost Regional Health,38.10%,0.00%,4.10%,0.00%,57.80%,2.4,0.00%,11.20%,5.90%,1.30%,ANGLO SAXON AND CELTIC,83.90%,GERMAN,5.90%,assets/towns/Cann River.jpg,"Cann River is a town in the East Gippsland region of Victoria in Australia. The town is located on the Cann River at the junction of the Princes Highway and the Monaro Highway, in the Shire of East Gippsland. "
55,T055,Cannons Creek,0,0,0,0,0,12,176,30,30,17,17,9,146,164,Southern Metropolitan,0.7,Casey (C),615.8,Cranbourne Integrated Care Centre,42.80%,0.00%,0.00%,44.00%,13.30%,2.9,0.00%,0.00%,3.00%,1.20%,ANGLO SAXON AND CELTIC,89.20%,GERMAN,3.10%,assets/towns/Cannons Creek.jpg,"Cannons Creek is a town in Victoria, Australia, 54 km south-east from Melbourne's central business district. Its local government area is the City of Casey. "
56,T056,Cape Paterson,0,0,0,0,0,9,265,31,31,18,18,10,113,210,Gippsland,1.4,Bass Coast (S),527.9,Bass Coast Regional Health,61.30%,0.60%,0.00%,2.20%,35.90%,2.6,0.00%,0.00%,5.30%,1.60%,ANGLO SAXON AND CELTIC,84.80%,GERMAN,4.10%,assets/towns/Cape Paterson.jpg,"Cape Paterson is a cape and seaside village located near the town of Wonthaggi, 132 kilometres (82 mi) south-east of Melbourne via the South Gippsland and Bass Highways, in the Bass Coast Shire of Gippsland, Victoria, Australia. Known originally for the discovery of coal by William Hovell in 1826."
57,T057,Cape Schanck,0,0,0,0,0,13,124,32,32,19,19,11,156,128,Southern Metropolitan,4.8,Mornington Peninsula (S),74.8,Rosebud Hospital,0.00%,0.00%,0.00%,69.50%,30.50%,2.7,0.90%,0.00%,1.80%,0.00%,ANGLO SAXON AND CELTIC,82.20%,GERMAN,6.60%,assets/towns/Cape Schanck.jpg,Cape Schanck is a locality in the Australian state of Victoria. It is the southernmost tip of the Mornington Peninsula and separates the wild ocean waters of Bass Strait from the slightly calmer waters of Western Port.
58,T058,Cardigan Village,0,0,0,0,0,15,109,33,33,20,20,12,168,104,Grampians,0.8,Ballarat (C),586,Ballarat Hospital,95.80%,0.00%,0.00%,0.10%,4.10%,3.3,0.00%,0.00%,7.00%,0.00%,ANGLO SAXON AND CELTIC,89.20%,GERMAN,2.90%,assets/towns/Cardigan Village.jpg,"Cardigan Village is a suburb on the north-western rural-urban fringe of Ballarat in Victoria, Australia. "
59,T059,Carisbrook,0,0,0,0,1,8,281,34,34,21,21,122,108,217,Loddon Mallee,2.3,Central Goldfields (S),321.7,Maryborough District Health Service (Maryborough),53.00%,1.90%,3.60%,18.80%,22.70%,2.6,0.00%,4.30%,5.90%,2.60%,ANGLO SAXON AND CELTIC,88.30%,GERMAN,2.50%,assets/towns/Carisbrook.jpg,"Carisbrook is a town in Victoria, Australia, located on the Pyrenees Highway, 7 kilometres (4.3 mi) east of the regional and local government centre of Maryborough, in the Shire of Central Goldfields. Carisbrook is closely linked with Maryborough historically, socially and economically."
60,T060,Casterton,15,6,25,1,2,0,685,332,337,318,332,341,9,298,Barwon-South Western ,10.3,Glenelg (S),157.4,Casterton Memorial Hospital,32.30%,3.30%,2.10%,49.00%,13.40%,2.4,4.10%,0.60%,8.10%,4.80%,ANGLO SAXON AND CELTIC,90.40%,GERMAN,4.30%,assets/towns/Casterton.jpg,"Casterton is a town in Victoria, Australia, located on the Glenelg Highway, 42 kilometres east of the South Australian border, in the Shire of Glenelg. The Glenelg River passes through the town. Casterton is named after the village of Casterton in south-east Cumbria in England."
61,T061,Castlemaine,50,25,53,3,4,1,2915,367,377,372,373,372,69,364,Loddon Mallee,23.7,Mount Alexander (S),328.2,Castlemaine Health,25.70%,1.10%,4.50%,32.30%,36.40%,2.4,7.20%,4.30%,6.60%,4.60%,ANGLO SAXON AND CELTIC,86.90%,GERMAN,3.90%,assets/towns/Castlemaine.jpg,"Castlemaine is a small city in Victoria, Australia, in the goldfields region of Victoria about 120 kilometres northwest by road from Melbourne and about 40 kilometres from the major provincial centre of Bendigo. It is the administrative and economic centre of the Shire of Mount Alexander."
62,T062,Cavendish,0,0,1,0,1,27,50,35,35,119,119,168,307,11,Barwon-South Western ,2.1,Southern Grampians (S),71.4,Hamilton Base Hospital,39.00%,0.00%,0.00%,42.50%,18.50%,3,0.00%,0.00%,4.00%,2.00%,ANGLO SAXON AND CELTIC,50.00%,GERMAN,50.00%,assets/towns/Cavendish.jpg,"Cavendish is a township in the Shire of Southern Grampians in the Western District of Victoria, Australia on the Wannon River. The local pub, The Bunyip Hotel is placed right on the banks of the Wannon River. The Bridge Cafe is also a small general store, with gas bottle exchange available, and clean and welcoming dine-in facilities."
63,T063,Charlton,0,0,22,0,1,1,453,36,36,304,290,282,46,265,Loddon Mallee,4.4,Buloke (S),258.7,East Wimmera Health Service (Charlton),36.10%,3.30%,7.80%,14.40%,38.40%,2.4,1.50%,2.00%,4.20%,5.20%,ANGLO SAXON AND CELTIC,90.40%,GERMAN,2.40%,assets/towns/Charlton.jpg,"Charlton is a town in Victoria, Australia. It is a small agricultural community straddling the Avoca River, located at the junction of the Calder Highway (A79) and Borung Highway (C239) and positioned in the last of the foothills of the Great Dividing Range. Halfway between Melbourne and Mildura, Charlton is a popular tourist stop."
64,T064,Chewton,0,0,0,0,1,7,179,37,37,22,22,123,102,167,Loddon Mallee,5.1,Mount Alexander (S),84.8,Castlemaine Health,32.80%,0.00%,0.90%,8.30%,57.90%,2.3,0.00%,0.00%,10.60%,3.10%,ANGLO SAXON AND CELTIC,87.20%,GERMAN,3.10%,assets/towns/Chewton.jpg,"Chewton is a town in central Victoria, Australia in the Shire of Mount Alexander local government area, 116 kilometres north west of the state capital, Melbourne. "
65,T065,Chiltern,0,0,6,0,1,25,423,38,38,218,217,240,288,254,Hume,3.4,Indigo (S),326.9,Beechworth Health Service,49.30%,0.60%,0.00%,31.10%,19.00%,2.6,0.00%,1.20%,5.90%,2.50%,ANGLO SAXON AND CELTIC,86.20%,GERMAN,3.50%,assets/towns/Chiltern.jpg,"Chiltern is a town in Victoria, Australia, in the northeast of the state between Wangaratta and Wodonga, in the Shire of Indigo. It is the birth place of Raymond ""Chuck"" Bennett. The town is close to the Chiltern-Mount Pilot National Park. Chiltern was once on the main road between Melbourne and Sydney but is now bypassed by the Hume Freeway running one kilometre to the east."
66,T066,Churchill,1,0,19,0,3,12,1646,200,200,289,279,355,142,346,Gippsland,9.8,Latrobe (C),498.2,Latrobe Regional Hospital,35.40%,2.50%,0.00%,42.60%,19.50%,2.8,3.90%,9.10%,11.20%,0.70%,ANGLO SAXON AND CELTIC,76.30%,GERMAN,5.40%,assets/towns/Churchill.jpg,"Churchill is a town in the Latrobe Valley, located in central Gippsland in the east of Victoria, Australia. The town was named in honour of former British prime minister Sir Winston Churchill."
67,T067,Clunes,0,0,5,0,1,19,419,39,39,201,200,226,213,253,Grampians,6.1,Hepburn (S),174.8,Creswick District Hospital,70.40%,0.60%,0.00%,13.30%,15.70%,2.5,0.60%,2.20%,8.00%,4.20%,ANGLO SAXON AND CELTIC,85.70%,GERMAN,3.30%,assets/towns/Clunes.jpg,"Clunes is a town in Victoria, Australia, 36 kilometres north of Ballarat, in the Shire of Hepburn. "
68,T068,Cobden,1,0,14,0,1,11,596,201,201,267,262,269,134,287,Barwon-South Western ,5,Corangamite (S),341.1,South West Healthcare (Camperdown),42.80%,1.60%,3.70%,39.00%,12.80%,2.6,4.50%,4.00%,2.30%,3.60%,ANGLO SAXON AND CELTIC,89.30%,DUTCH,3.40%,assets/towns/Cobden.jpg,"Cobden is a town located 200 kilometres southwest of Melbourne, Victoria, Australia named in honour of Richard Cobden."
69,T069,Cobram,20,2,33,1,2,0,1988,339,327,345,345,346,20,351,Hume,9.1,Moira (S),611.6,Cobram District Hospital,61.50%,8.80%,5.20%,11.20%,13.30%,2.6,2.40%,7.80%,7.50%,3.30%,ANGLO SAXON AND CELTIC,76.30%,ITALIAN,11.60%,assets/towns/Cobram.jpg,Cobram is a town in the Australian state of Victoria. It is on the Murray River which forms the border between Victoria and New South Wales. Cobram along with the nearby towns of Numurkah and Yarrawonga is part of Shire of Moira and is the administrative centre of the Council.
70,T070,Cockatoo,2,0,9,0,1,22,1137,252,249,238,236,252,254,331,Southern Metropolitan,6.1,Cardinia (S),635.6,Angliss Hospital,61.00%,0.40%,0.00%,25.60%,13.00%,3.2,0.00%,1.60%,4.90%,0.30%,ANGLO SAXON AND CELTIC,79.40%,GERMAN,4.50%,assets/towns/Cockatoo.jpg,"Cockatoo is a town in Victoria, Australia, 48 km south-east of the Melbourne central business district, located within the Shire of Cardinia local government area. Cockatoo is named after Cockatoo Creek, which runs through the town, and which the town was previously named."
71,T071,Cohuna,9,0,27,0,2,1,801,309,289,324,302,326,41,310,Loddon Mallee,3,Gannawarra (S),669,Cohuna District Hospital,56.70%,3.40%,1.90%,14.20%,23.80%,2.4,2.90%,5.60%,5.00%,5.60%,ANGLO SAXON AND CELTIC,88.80%,GERMAN,4.00%,assets/towns/Cohuna.jpg,"Cohuna is a town situated 274 kilometres (170 mi) north of Melbourne, on the Murray Valley Highway, in northern Victoria, Australia. "
72,T072,Colac,78,28,60,3,6,1,4272,380,381,378,377,380,42,373,Barwon-South Western ,20.6,Colac-Otway (S),585.4,Colac Area Health,40.10%,3.00%,5.30%,41.60%,10.00%,2.6,2.00%,5.80%,4.40%,4.00%,ANGLO SAXON AND CELTIC,87.20%,ITALIAN,2.90%,assets/towns/Colac.jpg,"Colac is a small city in the Western District of Victoria, Australia, approximately 150 kilometres south-west of Melbourne on the southern shore of Lake Colac and the surrounding volcanic plains, approximately 40 kilometres (25 mi) inland from Bass Strait. Colac is the largest city in and administrative centre of the Colac Otway Shire."
73,T073,Colbinabbin,0,0,1,0,1,20,45,40,40,120,120,169,233,8,Loddon Mallee,0.4,Campaspe (S),297.9,Goulburn Valley Health (Waranga),61.70%,0.00%,0.00%,22.30%,16.00%,2.6,0.00%,8.90%,15.30%,3.40%,ANGLO SAXON AND CELTIC,88.40%,GERMAN,4.20%,assets/towns/Colbinabbin.jpg,"Colbinabbin is a small town in central Victoria, Australia. The name is derived from aboriginal meaning ""the meeting of the black and red soils""."
74,T074,Coldstream,4,3,2,0,1,17,571,289,329,182,181,214,197,283,Eastern Metropolitan,2,Yarra Ranges (S),901.8,Maroondah Hospital,38.00%,1.00%,0.00%,40.20%,20.90%,3.2,0.00%,0.50%,3.30%,1.00%,ANGLO SAXON AND CELTIC,79.40%,DUTCH,5.30%,assets/towns/Coldstream.jpg,"Coldstream is a locality and township within Greater Melbourne beyond the Melbourne metropolitan area Urban Growth Boundary, 36 km north-east from Melbourne's central business district. Its Local Government Area is the Shire of Yarra Ranges. "
75,T075,Coleraine,1,0,8,1,2,1,428,202,202,231,315,332,43,257,Barwon-South Western ,5.7,Southern Grampians (S),169,Coleraine District Health Services,44.60%,2.50%,9.40%,17.20%,26.20%,2.3,6.10%,4.20%,8.60%,6.50%,ANGLO SAXON AND CELTIC,90.50%,GERMAN,4.80%,assets/towns/Coleraine.jpg,"Coleraine is a town in Victoria, Australia on the Glenelg Highway, 350 kilometres (217 mi) west of the state capital, Melbourne and 35 kilometres (22 mi) north-west of Hamilton in the Shire of Southern Grampians local government area. It was named after the town in County Londonderry, Northern Ireland. "
76,T076,Coongulla,0,0,0,0,0,25,74,41,41,23,23,13,287,44,Gippsland,1.3,Wellington (S),129.6,Central Gippsland Health Service (Maffra),26.50%,0.00%,0.00%,62.80%,10.70%,2.3,0.00%,0.00%,9.20%,0.00%,ANGLO SAXON AND CELTIC,81.30%,DUTCH,5.80%,assets/towns/Coongulla.jpg,"Coongulla is a town in Victoria, Australia, located on Ryans Road, on the shores of Lake Glenmaggie in the Shire of Wellington. The postcode for Coongulla and the surrounding towns is 3860. "
77,T077,Corinella,0,0,0,0,0,35,205,42,42,24,24,14,353,181,Gippsland,1.8,Bass Coast (S),348,Bass Coast Regional Health,66.80%,0.30%,0.00%,12.60%,20.20%,2.6,0.00%,1.40%,7.80%,2.90%,ANGLO SAXON AND CELTIC,83.30%,GERMAN,2.70%,assets/towns/Corinella.jpg,"Corinella is a town in Victoria, Australia, located 114 km south-east of Melbourne via the M1 and the Bass Highway, on the eastern shore of Western Port. The town serves as a holiday destination, with a focus on recreational fishing, and has a pier and boat ramp. Limited vehicular access is also provided to French Island from Corinella, via a privately operated barge."
78,T078,Coronet Bay,0,0,0,0,0,31,307,43,43,25,25,15,331,229,Gippsland,2.6,Bass Coast (S),273.5,Bass Coast Regional Health,36.50%,0.20%,0.00%,59.50%,3.80%,2.2,0.00%,0.00%,13.60%,4.40%,ANGLO SAXON AND CELTIC,79.60%,ITALIAN,4.20%,assets/towns/Coronet Bay.jpg,"Coronet Bay is a town in Victoria, Australia, located 114 km south-east of Melbourne via the M1 and the Bass Highway, on the eastern shore of Western Port Bay. The town serves as a holiday destination with a focus on recreational fishing. A boat ramp is available in the neighboring town of Corinella. Coronet Bay is serviced by a General Store, and has a community centre and hall, located on the Fred Gration Reserve."
79,T079,Corryong,8,0,18,0,1,0,495,304,285,285,276,277,17,271,Hume,5.1,Towong (S),237.8,Upper Murray Health and Community Services (Corryong),46.20%,1.20%,2.90%,33.00%,16.80%,2.5,2.50%,4.80%,3.00%,5.70%,ANGLO SAXON AND CELTIC,84.20%,GERMAN,7.60%,assets/towns/Corryong.jpg,"Corryong is a small town in Victoria, Australia 120 kilometres (75 mi) east of Albury-Wodonga, near the upper reaches of the Murray River and close to the New South Wales border."
80,T080,Cowes,3,0,36,1,1,42,1686,282,271,349,347,300,372,349,Gippsland,13.1,Bass Coast (S),387.9,Bass Coast Regional Health,65.50%,0.90%,0.00%,14.40%,19.20%,2.6,1.80%,1.40%,4.40%,4.90%,ANGLO SAXON AND CELTIC,81.10%,ITALIAN,4.50%,assets/towns/Cowes.jpg,"Cowes is the main township on Phillip Island in the Gippsland region of Victoria, Australia. It is about two hours' drive from Melbourne and can also be reached by coach, or passenger ferry from Stony Point on the Mornington Peninsula. Cowes is located on the northern side of Phillip Island and faces towards French Island and the Mornington Peninsula. "
81,T081,Cranbourne South,0,0,0,0,0,5,71,44,44,26,26,16,97,39,Southern Metropolitan,1.2,Casey (C),169.1,Cranbourne Integrated Care Centre,0.00%,0.00%,0.00%,95.60%,4.40%,3.4,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,73.60%,GERMAN,6.20%,assets/towns/Cranbourne South.jpg,"Cranbourne South is a rural locality in Melbourne, Victoria, Australia, 49 km south-east of Melbourne's central business district adjacent to the Melbourne urban area. Its local government area is the City of Casey. "
